% Using data from: data/PS3.json
@relation "mc_scores"

@attribute "mc_title" string
@attribute "platform" string
@attribute "1UP" real
@attribute "3DJuegos" real
@attribute "4Players.de" real
@attribute "9Lives" real
@attribute "Absolute_Games" real
@attribute "AceGamez" real
@attribute "ActionTrip" real
@attribute "Adventure_Gamers" real
@attribute "Armchair_Empire" real
@attribute "AtomicGamer" real
@attribute "AusGamers" real
@attribute "BigPond_GameArena" real
@attribute "Boomtown" real
@attribute "CD-Action" real
@attribute "Canadian_Online_Gamers" real
@attribute "Cheat_Code_Central" real
@attribute "Computer_Games_Online_RO" real
@attribute "Computer_and_Video_Games" real
@attribute "Console_Gameworld" real
@attribute "Console_Monster" real
@attribute "Cynamite" real
@attribute "D+PAD_Magazine" real
@attribute "Da_Gameboyz" real
@attribute "DailyGame" real
@attribute "DarkStation" real
@attribute "DarkZero" real
@attribute "Deeko" real
@attribute "Destructoid" real
@attribute "Detroit_Free_Press" real
@attribute "Digital_Chumps" real
@attribute "Digital_Entertainment_News" real
@attribute "Digital_Spy" real
@attribute "EGM" real
@attribute "Edge_Magazine" real
@attribute "Electronic_Gaming_Monthly" real
@attribute "Eurogamer" real
@attribute "Eurogamer_Germany" real
@attribute "Eurogamer_Italy" real
@attribute "Eurogamer_Portugal" real
@attribute "Eurogamer_Spain" real
@attribute "Eurogamer_Sweden" real
@attribute "Everyeye.it" real
@attribute "Extreme_Gamer" real
@attribute "G4_TV" real
@attribute "GRYOnline.pl" real
@attribute "Game_Almighty" real
@attribute "Game_Chronicles" real
@attribute "Game_Informer" real
@attribute "Game_Over_Online" real
@attribute "Game_Positive" real
@attribute "Game_Revolution" real
@attribute "GameBrink" real
@attribute "GameCritics" real
@attribute "GameDaily" real
@attribute "GameFocus" real
@attribute "GameFront" real
@attribute "GameOver.gr" real
@attribute "GamePro" real
@attribute "GameShark" real
@attribute "GameSpot" real
@attribute "GameSpy" real
@attribute "GameTap" real
@attribute "GameTrailers" real
@attribute "GameZone" real
@attribute "Gameblog.fr" real
@attribute "Gamekult" real
@attribute "Gameplanet" real
@attribute "Gameplayer" real
@attribute "Gameplayer_Sweden" real
@attribute "Gamer_2.0" real
@attribute "Gamer_Limit" real
@attribute "Gamer's_Hell" real
@attribute "Gamer.nl" real
@attribute "Gamer.no" real
@attribute "GamerNode" real
@attribute "Gamereactor_Denmark" real
@attribute "Gamereactor_Sweden" real
@attribute "Gamers'_Temple" real
@attribute "Gamers.at" real
@attribute "Gamervision" real
@attribute "Games_Master_UK" real
@attribute "Games.cz" real
@attribute "GamesBeat" real
@attribute "GamesNation" real
@attribute "GamesRadar" real
@attribute "Gamestyle" real
@attribute "Gaming_Age" real
@attribute "Gaming_Horizon" real
@attribute "Gaming_Illustrated" real
@attribute "Gaming_Nexus" real
@attribute "Gaming_Target" real
@attribute "GamingExcellence" real
@attribute "GamingTrend" real
@attribute "GamingXP" real
@attribute "Giant_Bomb" real
@attribute "GotNext" real
@attribute "Guardian" real
@attribute "Hardcore_Gamer_Magazine" real
@attribute "HellBored" real
@attribute "Hyper_Magazine" real
@attribute "IC-Games" real
@attribute "IGN" real
@attribute "IGN_AU" real
@attribute "IGN_Italia" real
@attribute "IGN_UK" real
@attribute "Impulsegamer" real
@attribute "IncGamers" real
@attribute "InsideGamer.nl" real
@attribute "JeuxActu" real
@attribute "Jolt_Online_Gaming_UK" real
@attribute "Joystiq" real
@attribute "Just_RPG" real
@attribute "Kikizo" real
@attribute "Kombo" real
@attribute "LEVEL_(Czech_Republic)" real
@attribute "LaPS3" real
@attribute "Lazygamer" real
@attribute "Level7.nu" real
@attribute "LevelUp" real
@attribute "MEGamers" real
@attribute "Machinima" real
@attribute "Maxi_Consolas_(Portugal)" real
@attribute "Meristation" real
@attribute "Metro_GameCentral" real
@attribute "Multiplayer.it" real
@attribute "My_Gamer" real
@attribute "NTSC-uk" real
@attribute "NZGamer" real
@attribute "Next_Level_Gaming" real
@attribute "NowGamer" real
@attribute "Official_PlayStation_Magazine_Benelux" real
@attribute "Official_Playstation_2_Magazine_UK" real
@attribute "Official_U.S._Playstation_Magazine" real
@attribute "Operation_Sports" real
@attribute "PALGN" real
@attribute "PGNx_Media" real
@attribute "PS3bloggen.se" real
@attribute "PSFocus" real
@attribute "PSM_Magazine" real
@attribute "PSM3_Magazine_UK" real
@attribute "PSW_Magazine_UK" real
@attribute "PSX_Extreme" real
@attribute "PSX-Sense.nl" real
@attribute "PTGamers" real
@attribute "Pelit_(Finland)" real
@attribute "Play_Magazine" real
@attribute "Play_UK" real
@attribute "Play.tm" real
@attribute "PlayStation_LifeStyle" real
@attribute "Playstation_Official_Magazine_Australia" real
@attribute "Playstation_Official_Magazine_UK" real
@attribute "Playstation_Universe" real
@attribute "Playstation:_The_Official_Magazine_(US)" real
@attribute "Polygon" real
@attribute "Post_Arcade_(National_Post)" real
@attribute "Pure_Magazine_UK" real
@attribute "Push_Square" real
@attribute "Quarter_to_Three" real
@attribute "RPG_Fan" real
@attribute "RPGamer" real
@attribute "RealGamer" real
@attribute "Riot_Pixels" real
@attribute "SpazioGames" real
@attribute "Strategy_Informer" real
@attribute "Sydney_Morning_Herald" real
@attribute "Telegraph" real
@attribute "The_A.V._Club" real
@attribute "The_Digital_Fix" real
@attribute "The_Escapist" real
@attribute "The_Globe_and_Mail_(Toronto)" real
@attribute "The_New_York_Times" real
@attribute "TheSixthAxis" real
@attribute "Thunderbolt" real
@attribute "Toronto_Sun" real
@attribute "Total_Video_Games" real
@attribute "TotalPlayStation" real
@attribute "UGO" real
@attribute "VGPub" real
@attribute "Vandal_Online" real
@attribute "Variety" real
@attribute "Video_Game_Talk" real
@attribute "VideoGamer" real
@attribute "Videogameszone.de" real
@attribute "WHAM!_Gaming" real
@attribute "Wired" real
@attribute "WonderwallWeb" real
@attribute "Worth_Playing" real
@attribute "XGN" real
@attribute "Xbox_World_360_Magazine_UK" real
@attribute "Yahoo!_Games" real
@attribute "ZTGD" real
@attribute "eToychest" real
@attribute "games(TM)" real
@attribute "netjak" real
@attribute "mc_score" real

@data
"Formula One Championship Edition","PS3",75,?,?,?,?,90,?,?,?,?,?,?,80,?,?,88,?,?,?,?,?,?,?,84,80,?,?,?,50,?,75,?,?,40,72,60,?,?,?,?,?,?,85,60,?,73,88,80,?,?,75,?,?,70,?,?,?,100,91,72,80,?,73,80,?,?,?,?,?,?,?,?,?,?,79,?,?,78,?,?,79,?,?,?,?,60,50,72,?,90,80,76,83,?,?,?,?,?,?,?,88,72,?,?,?,?,?,?,?,68,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,85,?,?,80,48,70,87,?,?,?,90,72,74,?,?,60,?,?,?,?,90,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,80,?,69,?,?,?,?,?,80,?,?,50,?,74
"Assassin's Creed II","PS3",91,96,?,?,86,?,?,?,?,?,?,?,90,?,?,92,?,?,?,90,100,90,?,?,?,60,?,?,?,92,?,?,?,80,?,90,?,90,90,?,?,95,98,?,?,?,?,95,95,?,91,?,?,?,94,?,?,100,83,90,100,?,92,90,?,?,?,?,80,96,?,?,80,?,100,?,?,?,92,93,94,?,?,?,100,?,100,?,?,?,90,97,?,87,80,?,?,85,?,?,?,92,88,?,88,?,?,93,?,?,?,?,80,?,100,?,?,90,?,94,?,?,80,?,92,?,?,?,?,?,?,?,?,?,?,?,90,92,?,94,?,94,?,?,?,90,89,?,?,90,90,90,100,?,?,?,?,?,?,?,?,?,91,95,?,?,?,?,?,?,?,?,90,?,90,?,?,?,94,?,?,90,?,?,90,95,?,90,?,?,96,?,?,?,91
"Tom Clancy's Rainbow Six Vegas 2","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,80,?,?,95,93,85,?,58,?,90,80,?,?,?,?,75,85,90,?,85,?,?,?,70,80,?,83,?,?,?,?,?,?,?,?,82,?,84,?,?,?,?,?,75,?,?,?,?,90,?,?,80,?,?,?,?,?,78,82,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,71,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,78,?,?,?,85,?,?,78,?,?,?,80,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,81
"NBA 07","PS3",65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,76,?,?,?,?,?,?,?,77,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,42,?,?,70,?,?,?,65,?,49,?,?,48,69,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,64,82,?,67,51,?,?,?,?,?,?,?,?,?,78,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,67,?,?,65,?,?,59,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,63
"DiRT 3","PS3",91,90,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,80,?,?,?,?,?,90,?,88,?,?,?,90,?,?,?,90,90,?,80,?,85,?,?,?,?,88,85,?,91,?,?,?,93,?,85,?,?,90,?,?,92,?,80,80,?,?,?,?,?,?,90,70,60,?,80,?,86,?,94,?,?,?,?,?,?,?,?,?,?,91,?,?,?,?,?,?,?,?,?,85,?,?,?,95,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,93,?,92,?,87,?,?,88,?,85,?,?,80,90,90,90,?,?,?,?,?,?,?,?,?,86,90,?,?,?,?,?,?,?,80,90,?,90,90,?,?,86,?,?,90,88,?,?,?,85,85,?,?,?,?,80,?,87
"Guitar Hero III: Legends of Rock","PS3",90,?,?,?,?,90,?,?,85,?,?,?,?,?,?,82,?,?,?,?,?,?,?,90,?,?,?,?,?,?,91,?,?,60,?,?,?,?,?,?,?,?,85,?,?,85,82,88,86,?,75,?,?,80,?,?,?,85,?,80,80,?,85,88,?,?,?,?,?,76,?,?,?,?,90,?,?,87,?,?,?,?,?,?,80,80,50,?,?,70,93,83,85,?,?,?,?,75,?,?,87,89,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,85,?,?,?,84,?,?,?,?,?,?,?,?,?,95,?,?,90,90,?,87,?,?,?,?,90,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,60,80,?,?,?,?,89,?,?,?,?,?,?,?,83
"Prototype 2","PS3",?,86,?,?,?,?,?,?,75,?,83,?,?,?,?,86,?,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,80,?,?,90,?,70,?,90,?,?,?,?,?,95,85,78,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,65,80,?,90,70,78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,75,80,?,?,?,87,?,?,77,?,?,90,?,?,?,?,?,?,79,?,80,?,81,70,?,?,?,75,?,70,80,90,80,80,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,84,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,79
"Skate 3","PS3",100,77,?,?,?,72,?,?,?,?,?,?,?,?,?,84,?,83,?,?,?,?,?,?,80,?,?,85,?,?,?,?,?,70,?,?,?,?,80,80,?,?,?,?,?,?,?,88,?,?,58,?,?,80,85,?,?,80,100,75,?,?,?,?,?,60,75,?,?,?,75,?,80,80,80,?,70,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,89,80,?,?,?,?,?,?,80,?,?,?,?,?,83,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,88,?,?,?,?,?,?,86,83,80,80,80,?,80,?,?,?,?,?,?,?,80,?,80,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,80,?,?,80,?,?,?,?,80,85,?,?,80,?,?,?,80
"Spider-Man 3","PS3",50,?,?,?,?,?,?,?,60,?,?,?,?,?,?,60,?,?,79,?,?,?,64,?,?,?,?,?,?,?,?,?,?,?,63,?,?,?,?,?,?,?,?,60,?,66,90,80,?,?,33,?,?,50,?,?,?,85,?,66,60,?,67,83,?,?,?,?,?,?,?,?,?,?,66,?,?,?,?,?,?,?,?,?,50,40,42,?,?,?,?,?,88,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95,?,?,50,72,?,59,?,?,?,?,33,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,50,?,?,55,?,?,?,?,?,?,?,?,?,?,58,?,?,?,?,?,?,?,60
"Burnout Paradise","PS3",90,?,?,?,?,80,?,?,?,?,?,?,80,?,?,88,?,?,?,89,?,?,?,93,90,80,?,85,?,?,?,?,?,90,90,80,?,?,90,?,?,?,?,80,?,?,?,85,90,?,83,?,?,80,?,?,?,100,100,90,90,90,88,92,?,?,?,80,?,94,?,?,?,?,90,?,?,?,?,?,90,?,?,?,?,?,83,?,?,?,?,?,?,?,100,?,?,?,?,?,?,88,80,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,93,?,85,?,?,?,?,80,?,?,?,?,90,?,?,85,?,?,?,?,89,?,91,?,90,77,95,74,90,?,?,90,?,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,82,90,?,?,80,?,?,?,?,?,?,90,?,?,?,?,92,?,?,?,85,?,70,?,87
"World Series of Poker 2008: Battle for the Bracelets","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,79,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75
"Medal of Honor: Airborne","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,92,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?,?,?,?,?,?,?,?,70,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,69,?,57,?,85,?,?,85,?,?,?,60,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,75
"TimeShift","PS3",?,?,?,?,?,70,?,?,70,?,?,?,?,?,?,66,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,65,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,79,69,?,?,?,?,?,?,?,?,?,76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,72,?,59,?,?,?,?,72,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,70
"Bladestorm: The Hundred Years' War","PS3",40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,47,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25,?,?,?,?,?,?,70,?,50,?,?,83,62,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,47,?,?,?,70,?,?,?,?,?,65,?,?,?,?,?,?,?,61,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,60,61,?,57,?,?,?,?,58,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,80,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,58
"Devil May Cry 4","PS3",85,?,?,?,?,90,?,?,?,?,?,?,70,?,?,88,?,?,88,?,?,?,?,83,?,70,?,?,?,?,?,?,?,80,85,70,?,?,90,?,?,?,93,60,?,80,?,90,?,?,58,?,?,?,?,?,?,90,83,80,80,80,86,90,?,?,90,?,?,78,?,?,70,?,90,?,?,?,?,90,89,?,?,?,90,70,100,?,?,?,85,?,?,?,?,70,?,85,?,?,?,87,88,?,90,?,?,?,?,83,?,?,?,88,?,?,?,?,?,89,?,80,?,?,?,?,?,?,?,?,?,90,?,?,85,?,?,?,?,80,?,90,?,90,90,80,89,76,?,?,90,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,58,?,?,?,79,?,90,?,?,90,?,?,?,?,90,80,?,?,?,?,95,?,?,?,90,?,90,72,84
"The Simpsons Game","PS3",70,?,?,?,?,80,?,?,?,?,?,?,?,?,?,76,?,?,?,76,?,?,?,77,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,73,?,?,50,?,?,70,?,?,?,75,?,70,70,70,79,75,?,?,?,?,?,77,?,?,?,?,?,?,?,?,?,?,79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,77,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,75,82,?,?,?,70,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,60,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,75,?,40,?,71
"Call of Duty 3","PS3",?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,76,?,?,83,?,?,?,81,85,80,?,80,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,60,?,80,81,88,?,?,?,84,?,80,?,?,?,80,?,82,60,?,?,88,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,82,?,?,?,80,?,67,?,78,?,79,81,?,?,?,?,?,?,?,?,?,78,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,75,95,?,?,80,89,80,84,?,?,80,85,77,?,?,?,80,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,80,?,?,?,?,?,?,?,?,90,?,80,?,80
"Marvel: Ultimate Alliance","PS3",70,?,?,?,?,70,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,85,80,?,80,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,93,?,?,?,81,?,?,?,?,?,?,?,82,80,?,?,83,?,?,?,?,?,81,?,?,?,?,?,?,?,?,?,?,66,?,?,?,80,?,75,?,86,?,82,?,?,?,?,?,?,?,?,?,?,79,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,?,93,?,?,80,78,?,62,?,?,?,90,64,?,?,?,70,?,?,?,?,?,?,?,87,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,?,80,?,?,?,?,?,70,?,?,?,?,?,?,?,?,75,?,60,?,78
"Surf's Up","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,52,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,62,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,62,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,60,66,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,59
"Folklore","PS3",75,?,?,?,?,80,?,?,?,?,?,?,?,?,?,74,?,80,?,?,?,?,?,?,?,?,?,?,?,?,68,?,?,50,70,50,?,?,?,?,?,?,85,?,?,?,?,73,?,73,58,?,?,40,?,?,?,80,67,70,80,80,72,90,?,?,?,?,?,79,?,?,?,?,85,?,?,80,?,?,70,?,?,?,80,?,?,?,?,84,86,?,83,?,?,80,?,?,?,?,?,90,?,?,?,?,?,?,?,60,?,88,?,89,?,?,?,?,?,82,?,70,?,?,?,?,70,84,?,?,?,70,?,?,80,85,?,?,80,69,?,88,?,?,76,90,66,64,?,?,70,?,?,?,?,?,?,?,82,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,70,?,?,?,?,?,80,?,80,?,?,75,?,?,?,?,?,60,?,75
"Heavenly Sword","PS3",80,?,?,?,?,70,?,?,70,89,?,?,80,?,?,84,?,?,?,?,?,?,83,90,90,?,90,?,?,?,72,?,?,60,83,70,?,?,?,?,?,?,90,?,?,?,92,88,85,?,83,?,?,80,?,?,?,90,67,80,80,80,79,88,?,?,?,?,?,77,?,?,?,?,85,?,?,80,?,?,78,?,?,?,?,50,83,?,?,77,?,86,77,?,?,?,?,80,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,?,?,?,?,?,70,65,?,?,?,70,?,?,80,93,?,?,80,65,80,85,?,?,81,100,71,89,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,58,?,?,?,75,90,70,?,80,90,?,?,?,?,?,80,?,?,?,?,94,?,?,80,80,?,60,?,79
"Fight Night Round 3","PS3",90,?,?,?,?,80,?,?,?,87,?,?,?,?,?,78,?,?,?,?,?,?,?,75,?,?,?,?,?,?,85,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,85,90,?,?,83,?,?,80,?,?,?,85,100,82,80,?,?,84,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,88,?,?,?,90,60,?,?,?,?,?,?,83,?,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,80,?,65,93,?,?,85,78,80,?,?,?,?,85,87,?,?,?,70,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,80,?,?,?,?,?,?,?,90,?,?,80,?,83
"Tiger Woods PGA Tour 08","PS3",75,?,?,?,?,70,?,?,?,?,?,?,?,?,?,88,?,?,?,77,?,?,?,?,80,?,?,?,?,?,?,?,?,?,77,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,70,?,?,?,?,50,70,90,90,77,82,?,?,?,?,?,?,?,?,?,?,75,?,?,79,?,?,80,?,?,?,80,?,83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,71,?,?,?,?,?,?,?,85,?,?,80,68,?,82,?,?,?,?,73,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,82,?,?,?,?,?,?,?,79
"All-Pro Football 2K8","PS3",65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,84,?,?,?,?,?,?,?,73,70,?,?,?,?,?,59,?,?,?,67,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,58,75,70,?,71,75,?,?,?,?,?,73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,83,?,?,?,75,?,?,?,?,?,?,?,?,?,?,76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,74,?,71,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,80,?,?,?,73
"Soldier of Fortune: Payback","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,52,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,30,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,45,30,?,56,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,61,?,?,?,?,?,?,?,51,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,62,?,61,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,50
"Need for Speed Carbon","PS3",70,?,?,?,?,60,?,?,?,?,?,?,?,?,?,86,?,?,?,?,?,?,?,75,80,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,85,?,74,70,?,78,80,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,75,?,?,?,80,?,67,?,?,?,?,?,82,?,?,?,?,?,?,?,?,79,?,?,?,?,?,?,?,?,?,?,?,82,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,70,87,?,?,75,58,?,81,?,?,?,?,76,?,?,?,70,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,80,?,?,75
