% Using data from: data/X360.json
@relation "mc_scores"

@attribute "mc_title" string
@attribute "platform" string
@attribute "1UP" real
@attribute "360_Gamer_Magazine_UK" real
@attribute "3DAvenue" real
@attribute "3DJuegos" real
@attribute "4Players.de" real
@attribute "9Lives" real
@attribute "Absolute_Games" real
@attribute "AceGamez" real
@attribute "ActionTrip" real
@attribute "Adrenaline_Vault" real
@attribute "Adventure_Gamers" real
@attribute "Armchair_Empire" real
@attribute "AtomicGamer" real
@attribute "AusGamers" real
@attribute "BigPond_GameArena" real
@attribute "Bit-Gamer" real
@attribute "BonusStage" real
@attribute "Boomtown" real
@attribute "CD-Action" real
@attribute "Canadian_Online_Gamers" real
@attribute "Cheat_Code_Central" real
@attribute "Cincinnati_Enquirer" real
@attribute "Computer_Games_Magazine" real
@attribute "Computer_Games_Online_RO" real
@attribute "Computer_and_Video_Games" real
@attribute "Console_Gameworld" real
@attribute "Console_Monster" real
@attribute "Cynamite" real
@attribute "D+PAD_Magazine" real
@attribute "Da_Gameboyz" real
@attribute "DailyGame" real
@attribute "DarkStation" real
@attribute "DarkZero" real
@attribute "Deeko" real
@attribute "Destructoid" real
@attribute "Detroit_Free_Press" real
@attribute "Digital_Chumps" real
@attribute "Digital_Entertainment_News" real
@attribute "Digital_Spy" real
@attribute "EGM" real
@attribute "Edge_Magazine" real
@attribute "Electric_Playground" real
@attribute "Electronic_Gaming_Monthly" real
@attribute "Entertainment_Weekly" real
@attribute "Eurogamer" real
@attribute "Eurogamer_Germany" real
@attribute "Eurogamer_Italy" real
@attribute "Eurogamer_Portugal" real
@attribute "Eurogamer_Spain" real
@attribute "Eurogamer_Sweden" real
@attribute "Everyeye.it" real
@attribute "Extreme_Gamer" real
@attribute "Firing_Squad" real
@attribute "Four_Fat_Chicks" real
@attribute "G4_TV" real
@attribute "GRYOnline.pl" real
@attribute "Game_Almighty" real
@attribute "Game_Chronicles" real
@attribute "Game_Informer" real
@attribute "Game_Over_Online" real
@attribute "Game_Positive" real
@attribute "Game_Power_Australia" real
@attribute "Game_Revolution" real
@attribute "GameBiz" real
@attribute "GameBrink" real
@attribute "GameCritics" real
@attribute "GameDaily" real
@attribute "GameFocus" real
@attribute "GameFront" real
@attribute "GameOver.gr" real
@attribute "GamePro" real
@attribute "GameShark" real
@attribute "GameSpot" real
@attribute "GameSpy" real
@attribute "GameTap" real
@attribute "GameTrailers" real
@attribute "GameZone" real
@attribute "Gameblog.fr" real
@attribute "Gamekult" real
@attribute "Gamenikki" real
@attribute "Gameplanet" real
@attribute "Gameplayer" real
@attribute "Gameplayer_Sweden" real
@attribute "Gamer_2.0" real
@attribute "Gamer_Limit" real
@attribute "Gamer's_Hell" real
@attribute "Gamer.nl" real
@attribute "Gamer.no" real
@attribute "GamerFeed" real
@attribute "GamerNode" real
@attribute "Gamereactor_Denmark" real
@attribute "Gamereactor_Sweden" real
@attribute "Gamers_Europe" real
@attribute "Gamers'_Temple" real
@attribute "Gamers.at" real
@attribute "Gamervision" real
@attribute "Games_Master_UK" real
@attribute "Games_Radar" real
@attribute "Games.cz" real
@attribute "GamesBeat" real
@attribute "GamesNation" real
@attribute "GamesRadar" real
@attribute "Gamestyle" real
@attribute "Gamezilla!" real
@attribute "Gaming_Age" real
@attribute "Gaming_Horizon" real
@attribute "Gaming_Illustrated" real
@attribute "Gaming_Nexus" real
@attribute "Gaming_Target" real
@attribute "GamingExcellence" real
@attribute "GamingTrend" real
@attribute "GamingXP" real
@attribute "Giant_Bomb" real
@attribute "GotNext" real
@attribute "Guardian" real
@attribute "Hardcore_Gamer_Magazine" real
@attribute "HellBored" real
@attribute "Hyper_Magazine" real
@attribute "IC-Games" real
@attribute "IGN" real
@attribute "IGN_AU" real
@attribute "IGN_Italia" real
@attribute "IGN_UK" real
@attribute "Impulsegamer" real
@attribute "IncGamers" real
@attribute "InsideGamer.nl" real
@attribute "Into_Liquid_Sky" real
@attribute "JeuxActu" real
@attribute "Jolt_Online_Gaming_UK" real
@attribute "Joystiq" real
@attribute "Just_Adventure" real
@attribute "Just_RPG" real
@attribute "Kikizo" real
@attribute "Kombo" real
@attribute "LEVEL_(Czech_Republic)" real
@attribute "Lazygamer" real
@attribute "Level7.nu" real
@attribute "LevelUp" real
@attribute "MEGamers" real
@attribute "MS_Xbox_World" real
@attribute "Machinima" real
@attribute "Maxi_Consolas_(Portugal)" real
@attribute "Maxim_Online" real
@attribute "Meristation" real
@attribute "Metro_GameCentral" real
@attribute "MondoXbox" real
@attribute "Multiplayer.it" real
@attribute "My_Gamer" real
@attribute "NTSC-uk" real
@attribute "NZGamer" real
@attribute "Next_Level_Gaming" real
@attribute "NowGamer" real
@attribute "Official_Xbox_Magazine" real
@attribute "Official_Xbox_Magazine_UK" real
@attribute "Operation_Sports" real
@attribute "PALGN" real
@attribute "PGNx_Media" real
@attribute "PTGamers" real
@attribute "Pelit_(Finland)" real
@attribute "Planet_Xbox_360" real
@attribute "Play_Magazine" real
@attribute "Play.tm" real
@attribute "Polygon" real
@attribute "Post_Arcade_(National_Post)" real
@attribute "Quarter_to_Three" real
@attribute "RPG_Fan" real
@attribute "RPGamer" real
@attribute "RealGamer" real
@attribute "RewiredMind" real
@attribute "SpazioGames" real
@attribute "Strategy_Informer" real
@attribute "Stuff" real
@attribute "Sydney_Morning_Herald" real
@attribute "Talk_Xbox" real
@attribute "TeamXbox" real
@attribute "Telegraph" real
@attribute "Ten_Ton_Hammer" real
@attribute "The_A.V._Club" real
@attribute "The_Digital_Fix" real
@attribute "The_Escapist" real
@attribute "The_Globe_and_Mail_(Toronto)" real
@attribute "The_New_York_Times" real
@attribute "Thunderbolt" real
@attribute "Times_Online" real
@attribute "Toronto_Sun" real
@attribute "Total_Video_Games" real
@attribute "Totally360" real
@attribute "UGO" real
@attribute "VGPub" real
@attribute "Vandal_Online" real
@attribute "Variety" real
@attribute "Video_Game_Talk" real
@attribute "VideoGamer" real
@attribute "Videogameszone.de" real
@attribute "WHAM!_Gaming" real
@attribute "Wired" real
@attribute "WonderwallWeb" real
@attribute "Worth_Playing" real
@attribute "X360_Magazine_UK" real
@attribute "XGN" real
@attribute "XGP_Gaming" real
@attribute "Xbox_Evolved" real
@attribute "Xbox_Solution" real
@attribute "Xbox_World_360_Magazine_UK" real
@attribute "Xbox_World_Australia" real
@attribute "Xbox360Achievements" real
@attribute "XboxAddict" real
@attribute "Xboxic" real
@attribute "Xequted" real
@attribute "Yahoo!_Games" real
@attribute "ZTGD" real
@attribute "eToychest" real
@attribute "games(TM)" real
@attribute "netjak" real
@attribute "mc_score" real

@data
"Saw","X360",42,?,?,61,?,65,?,44,?,?,?,?,76,?,?,?,?,?,?,?,48,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,50,?,?,?,?,?,45,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,70,58,65,40,?,?,?,?,?,?,?,?,?,?,80,?,60,?,?,55,?,?,?,?,?,65,?,?,?,?,66,?,?,?,67,?,?,?,?,?,?,?,60,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,52,70,?,?,?,?,?,60,?,?,?,?,?,?,45,50,?,?,?,?,?,69,?,?,?,?,?,?,?,?,?,55,?,?,?,?,78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,50,?,?,?,75,?,50,60,?,?,?,56,?,74,72,?,?,?,?,?,?,?,59
"Batman: Arkham Asylum","X360",91,?,?,89,?,?,?,90,92,?,?,?,96,?,95,?,?,?,?,?,92,?,?,?,92,?,90,100,?,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?,90,?,90,?,90,?,95,95,?,?,?,?,?,?,95,90,?,?,91,?,?,?,90,98,?,?,80,?,90,100,?,?,95,?,?,?,85,?,90,93,90,?,90,?,?,90,?,?,?,?,91,95,96,?,?,?,?,90,90,?,100,?,?,?,?,?,?,90,100,?,?,?,94,?,?,93,87,?,92,100,?,88,?,?,?,?,?,?,90,?,?,?,?,?,97,85,?,?,?,?,?,93,90,88,?,90,?,?,90,90,?,90,94,?,?,92,90,94,?,?,?,?,?,90,?,90,95,?,?,93,91,90,?,100,?,?,?,?,?,?,?,80,?,?,?,92,?,?,90,?,?,90,95,95,80,90,?,?,?,95,?,93,93,?,?,?,100,?,?,?,92
"ShellShock 2: Blood Trails","X360",?,?,?,36,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,38,?,?,?,?,?,20,?,20,?,?,?,?,?,?,?,?,?,?,?,20,?,?,?,20,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,20,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,38,?,?,?,?,?,?,?,46,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,35,?,?,10,?,?,?,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,30,40,?,?,?,22,?,?,?,?,?,?,?,?,?,?,30
"Carrier Command: Gaea Mission","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,70,40,45,?,?,?,?,?,35,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,45,?,?,?,?,?,50,?,?,?,?,?,?,?,?,46
"Overlord II","X360",91,?,?,76,?,?,?,80,72,?,?,?,70,?,?,?,?,60,?,?,78,?,?,?,?,?,80,80,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,80,?,80,?,80,?,75,81,?,?,?,?,?,?,65,85,?,?,?,?,?,?,?,92,?,?,60,83,70,80,?,75,80,?,?,?,85,75,?,?,?,?,80,?,?,?,?,?,?,?,?,78,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,71,?,?,60,?,?,?,75,?,80,?,?,?,?,?,?,?,65,?,?,?,?,74,70,?,?,?,?,60,80,?,?,?,80,?,?,80,80,?,?,?,?,?,80,90,65,?,?,?,?,80,70,?,?,?,?,?,?,82,80,?,91,?,?,?,?,70,?,?,70,?,?,?,85,?,?,80,?,?,?,70,85,70,78,?,?,?,58,?,76,79,?,?,?,?,?,?,?,75
"The Godfather II","X360",50,?,?,82,?,?,38,?,?,?,?,50,?,?,50,?,?,?,?,?,78,?,?,?,?,?,70,70,50,75,73,?,?,75,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,70,78,?,?,?,?,?,?,55,50,?,?,58,?,?,65,80,64,?,?,100,75,45,40,?,84,85,?,?,?,65,?,?,82,?,?,50,?,?,?,?,?,?,47,?,55,?,?,?,?,?,?,50,?,75,?,?,42,75,?,?,?,60,?,?,?,41,?,?,77,?,?,?,80,?,70,?,?,?,?,?,?,65,?,?,?,70,?,?,70,?,?,?,65,40,60,?,?,?,75,?,?,75,60,?,?,?,?,81,77,?,49,?,?,?,?,?,?,?,65,?,?,?,83,68,70,?,?,?,?,?,?,50,?,?,70,60,?,?,75,?,?,70,?,?,?,89,60,50,80,?,?,?,72,79,67,74,?,?,?,86,?,50,?,65
"Max Payne 3","X360",?,?,?,95,?,?,?,?,83,?,?,90,?,88,95,?,?,?,80,?,94,?,?,?,?,?,93,?,80,?,?,?,70,?,90,?,92,?,80,80,70,?,?,?,70,?,90,?,90,?,91,92,?,?,100,90,?,?,93,90,?,?,80,?,?,60,?,90,?,85,?,83,90,?,?,76,?,80,?,?,95,?,?,?,80,?,90,?,?,?,90,90,?,90,?,?,90,?,?,83,?,100,?,?,?,?,?,58,?,?,90,?,80,?,100,?,?,90,?,90,?,?,?,95,90,?,?,95,?,90,?,?,?,?,?,?,?,?,?,?,90,?,?,93,70,96,?,?,?,91,?,?,80,80,?,?,?,?,87,90,?,?,90,?,40,?,?,?,?,90,90,?,?,?,90,90,?,?,?,80,?,?,90,?,?,?,85,?,?,96,?,?,80,89,?,80,?,90,80,?,?,?,?,?,90,93,90,?,?,?,98,?,80,?,86
"Fuel","X360",50,?,?,70,?,?,?,70,?,?,?,?,?,?,?,?,?,40,?,?,76,?,?,?,?,?,40,80,?,?,?,?,?,?,70,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,63,78,?,?,?,?,?,?,?,?,77,?,?,?,42,60,?,?,?,59,?,?,?,50,?,60,?,?,?,50,?,?,?,?,?,?,?,?,58,?,?,?,?,71,?,?,?,?,?,?,?,?,?,?,72,?,?,?,?,51,?,?,51,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,?,?,70,40,75,?,?,?,?,?,?,?,70,?,?,?,?,?,?,95,55,?,?,?,?,?,70,?,70,?,?,?,56,78,?,?,?,?,?,?,?,?,?,?,50,?,?,?,77,?,?,?,?,?,?,74,?,70,80,?,?,?,60,?,65,75,?,?,?,71,?,60,?,66
"Stoked","X360",?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,70,?,?,?,?,?,?,?,80,?,?,?,?,75,?,?,?,75,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,73,?,?,?,?,?,80,?,?,?,?,?,83,?,?,?,76,?,?,?,?,?,?,?,69,?,?,?,85,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,?,?,70,?,62,?,?,80,77,?,?,75,60,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,71,?,?,75,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,74,71,50,70,?,?,?,37,?,76,?,?,?,?,?,?,40,?,68
"Dynasty Warriors: Gundam 3","X360",?,?,?,?,?,?,?,?,?,?,?,65,50,?,?,?,?,?,?,?,78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,62,?,?,?,?,?,?,?,80,?,?,?,?,?,60,46,?,?,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,60,25,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,60,?,?,?,76,?,?,?,?,?,?,?,60,?,?,83,?,?,42,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,75,?,?,?,87,?,?,65,70,?,?,?,?,?,76,?,?,?,?,?,?,?,?,?,?,82,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,70,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,65
"Ninja Blade","X360",42,?,?,77,?,?,?,70,?,?,?,?,?,?,40,?,?,?,?,?,84,?,?,?,?,?,?,?,60,75,?,?,70,?,50,?,?,?,?,?,50,?,?,?,70,?,?,60,?,?,?,74,?,?,?,?,?,?,75,60,?,?,83,?,?,80,60,74,?,?,100,75,75,?,?,59,60,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,80,?,52,?,?,?,?,?,?,?,67,?,?,?,?,?,?,85,40,?,?,65,67,?,?,65,?,?,?,78,?,78,?,?,?,?,?,?,70,?,80,?,70,?,79,80,?,?,?,75,60,75,78,?,?,?,?,?,65,60,?,75,?,?,80,68,75,?,?,?,?,?,?,?,?,68,?,?,?,?,60,?,?,25,?,?,?,?,40,?,?,?,?,?,?,78,?,?,80,?,?,?,?,90,60,80,?,?,?,32,75,73,68,?,?,?,65,?,70,?,68
"Castlevania: Lords of Shadow","X360",75,?,?,88,?,?,?,85,?,?,?,?,?,?,85,?,?,?,?,?,92,?,?,?,?,?,80,85,?,?,?,?,80,?,50,?,?,?,?,?,80,?,?,?,?,?,90,?,90,?,?,75,?,?,?,?,?,90,90,88,?,?,83,?,?,?,?,83,?,?,60,?,75,?,?,?,75,100,80,?,70,?,?,?,80,85,90,80,?,60,?,80,?,?,?,?,94,?,?,?,?,90,70,?,100,?,?,?,?,?,?,83,?,?,?,75,?,?,?,75,?,?,85,85,?,?,?,?,?,?,?,?,?,?,?,?,70,?,78,90,?,?,?,?,70,90,?,78,?,85,?,?,85,90,?,85,?,?,?,88,?,84,?,?,?,?,?,90,?,83,85,?,?,?,?,80,?,58,?,80,?,?,?,?,?,80,?,?,?,88,?,?,90,86,?,?,?,80,90,80,?,?,?,92,86,87,91,?,?,?,90,?,80,?,83
"Arcania: Gothic 4","X360",?,?,?,?,?,?,?,?,49,?,?,?,?,?,?,?,?,?,?,?,62,?,?,?,?,?,60,75,?,?,?,?,?,?,?,?,76,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,68,60,?,?,?,?,?,?,?,70,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,50,?,?,?,?,?,?,75,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,73,?,?,?,?,50,?,?,?,?,67,?,?,?,?,?,?,68,?,?,?,64
"DJ Hero 2","X360",83,?,?,85,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,78,?,?,?,83,?,88,?,?,88,?,80,?,?,90,?,90,?,?,?,80,?,?,?,90,?,90,?,?,?,85,88,?,?,?,?,?,89,93,90,?,?,?,?,?,?,?,95,?,?,80,91,85,?,?,89,90,60,70,?,85,?,?,85,85,?,80,?,?,?,90,80,?,?,?,90,82,?,?,?,?,90,?,?,?,?,?,?,?,79,93,?,80,?,80,?,?,?,?,85,?,?,90,89,?,?,?,?,?,90,?,?,?,?,90,?,?,?,?,85,?,?,?,?,80,?,?,?,?,85,?,?,85,90,?,85,?,?,?,90,?,?,?,?,?,?,?,95,?,80,90,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,90,?,?,?,?,95,90,85,?,?,?,80,79,79,91,?,?,?,88,?,80,?,86
"Eat Lead: The Return of Matt Hazard","X360",25,?,?,54,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,48,?,?,?,?,?,50,?,20,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,40,?,?,81,70,55,?,?,?,?,?,25,50,53,?,?,70,42,60,60,?,58,54,?,?,?,?,60,?,?,?,?,40,?,?,?,?,?,?,?,?,55,?,?,?,?,?,60,30,?,?,?,?,?,70,?,?,43,40,?,?,55,?,?,?,52,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,40,?,?,?,50,30,65,?,?,10,?,?,?,60,40,?,?,?,?,81,66,?,?,?,?,?,?,?,?,?,56,?,?,?,?,61,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,50,?,?,?,50,55,60,66,?,?,?,28,?,63,?,?,?,?,59,?,50,?,53
"Raiden IV","X360",75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,64,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,63
"Halo 3: ODST","X360",91,?,?,85,?,?,58,?,86,?,?,?,90,?,50,?,?,80,?,?,92,?,?,?,90,?,80,90,?,90,?,?,?,?,80,?,86,?,?,?,90,?,?,?,80,?,60,90,80,?,90,90,?,?,?,?,?,?,93,85,?,?,75,?,?,?,80,80,?,?,90,83,90,80,?,89,88,?,?,?,85,?,80,84,75,70,90,?,?,85,?,?,?,?,?,80,88,?,?,?,86,70,80,?,91,?,?,42,85,87,?,88,80,?,?,95,72,?,?,90,80,?,86,91,?,75,?,?,?,?,?,?,80,90,70,?,80,?,88,90,?,?,?,85,70,88,92,?,?,90,?,?,95,90,?,75,?,?,?,93,90,85,?,?,?,?,?,80,?,85,75,?,?,?,94,80,?,58,?,?,?,?,90,?,?,?,90,?,?,96,?,?,90,?,?,?,70,95,70,75,?,?,?,89,70,84,91,?,?,?,92,?,70,?,83
"Quantum Theory","X360",33,?,?,44,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,30,?,?,?,?,?,?,?,25,?,?,?,?,?,30,?,?,?,30,?,40,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,42,?,?,?,?,68,?,?,60,?,40,?,?,58,40,?,30,?,?,?,?,?,?,?,?,?,?,20,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,66,?,?,?,55,?,?,?,25,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,40,?,?,65,?,?,?,?,30,50,?,?,?,?,?,?,65,30,?,15,?,?,?,35,?,?,?,?,?,?,?,?,?,35,30,?,?,?,25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,48,?,?,40,?,?,?,?,?,30,?,?,?,?,28,?,?,?,?,?,?,35,?,20,?,37
"MLB Front Office Manager","X360",?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,70,?,?,?,33,45,?,?,?,68,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,66,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,52,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,23,?,?,?,?,?,?,?,?,47
"Dynasty Warriors 6 Empires","X360",?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,68,?,?,?,?,?,50,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,63,?,?,?,50,?,?,?,?,67,?,?,80,42,55,?,?,?,64,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,60,?,?,?,?,?,60,50,?,60,?,?,?,?,?,50,?,?,?,?,?,?,?,65,?,?,?,?,71,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,70,40,?,?,?,?,19,?,?,?,?,?,?,?,?,?,?,59
"DeathSmiles","X360",?,?,?,73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,70,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,62,?,?,80,50,80,?,?,?,85,?,60,?,?,?,?,?,?,?,?,80,?,?,70,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,80,?,80,?,?,?,?,?,80,80,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,81,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,76,?,?,80,?,?,?,?,?,60,?,?,?,?,77,?,?,80,?,?,?,?,?,80,?,76
"Sonic's Ultimate Genesis Collection","X360",75,?,?,77,?,?,?,?,?,?,?,95,?,?,?,?,?,?,?,?,?,?,?,?,73,?,73,?,70,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,90,80,?,?,?,50,?,?,?,80,85,?,?,90,?,?,?,?,?,90,?,?,?,85,80,?,89,?,?,60,?,?,?,?,?,?,82,80,?,76,?,?,?,?,80,?,?,75,?,?,100,?,?,?,?,60,?,?,?,75,?,?,90,?,?,?,90,?,75,?,?,?,?,?,?,?,90,?,?,?,?,?,80,?,?,?,85,80,?,?,?,?,90,?,?,80,80,?,?,?,?,83,86,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,70,?,60,?,?,?,?,77,?,82,?,?,?,?,93,?,?,?,79
"Dynasty Warriors: Strikeforce","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,54,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,58,?,?,?,?,60,?,?,?,?,65,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,91,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,50,?,?,?,?,?,70,?,?,?,?,?,?,55,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,71,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,37,?,?,?,?,?,?,?,?,50,?,59
